pmid,abstract,score,mod_score,types
32668251,"The collection of T cell receptors (TCRs) generated by somatic recombination is large but unknown. We generate large TCR repertoire datasets as a resource to facilitate detailed studies of the role of TCR clonotypes and repertoires in health and disease. We estimate the size of individual human recombined and expressed TCRs by sequence analysis and determine the extent of sharing between individual repertoires. Our experiments reveal that each blood sample contains between 5 million and 21 million TCR clonotypes. Three individuals share 8% of TCRβ- or 11% of TCRα-chain clonotypes. Sorting by T cell phenotypes in four individuals shows that 5% of naive CD4+ and 3.5% of naive CD8+ subsets share their TCRβ clonotypes, whereas memory CD4+ and CD8+ subsets share 2.3% and 0.4% of their clonotypes, respectively. We identify the sequences of these shared TCR clonotypes that are of interest for studies of human T cell biology.",0,0.0,{}
32668252,"Pancreatic cancer is a rare but fatal form of cancer, the fourth highest in absolute mortality. Known risk factors include obesity, diet, and type 2 diabetes; however, the low incidence rate and interconnection of these factors confound the isolation of individual effects. Here, we use epidemiological analysis of prospective human cohorts and parallel tracking of pancreatic cancer in mice to dissect the effects of obesity, diet, and diabetes on pancreatic cancer. Through longitudinal monitoring and multi-omics analysis in mice, we found distinct effects of protein, sugar, and fat dietary components, with dietary sugars increasing Mad2l1 expression and tumor proliferation. Using epidemiological approaches in humans, we find that dietary sugars give a MAD2L1 genotype-dependent increased susceptibility to pancreatic cancer. The translation of these results to a clinical setting could aid in the identification of the at-risk population for screening and potentially harness dietary modification as a therapeutic measure.",0,0.0,{}
32668253,"The prefrontal cortex and amygdala are anatomical substrates linked to both social information and emotional valence processing, but it is not known whether sub-circuits in the medial prefrontal cortex (mPFC) that project to the basolateral amygdala (BLA) are recruited and functionally contribute to social approach-avoidance behavior. Using retrograde labeling of mPFC projections to the BLA, we find that BLA-projecting neurons in the infralimbic cortex (IL) are preferentially activated in response to a social cue as compared with BLA-projecting neurons in the prelimbic cortex (PL). Chemogenetic interrogation of these sub-circuits shows that activation of PL-BLA or inhibition of IL-BLA circuits impairs social behavior. Sustained closed-loop optogenetic activation of PL-BLA circuitry induces social impairment, corresponding to a negative emotional state as revealed by real-time place preference behavioral avoidance. Reactivation of foot shock-responsive PL-BLA circuitry impairs social behavior. Altogether, these data suggest a circuit-level mechanism by which valence-encoding mPFC-BLA sub-circuits shape social approach-avoidance behavior.",2,0.0,"{""Inhibition"": 2}"
32668254,"The formation of cardiac valves depends on mechanical forces exerted by blood flow. Endocardial cells lining the interior of the heart are sensitive to these stimuli and respond by rearranging into luminal cells subjected to shear stress and abluminal cells not exposed to it. The mechanisms by which endocardial cells sense these dynamic biomechanical stimuli and how they evoke different cellular responses are largely unknown. Here, we show that blood flow activates two parallel mechanosensitive pathways, one mediated by Notch and the other by Klf2a. Both pathways negatively regulate the angiogenesis receptor Vegfr3/Flt4, which becomes restricted to abluminal endocardial cells. Its loss disrupts valve morphogenesis and results in the occurrence of Notch signaling within abluminal endocardial cells. Our work explains how antagonistic activities by Vegfr3/Flt4 on the abluminal side and by Notch on the luminal side shape cardiac valve leaflets by triggering unique differences in the fates of endocardial cells.",0,0.0,{}
32668255,"We present a consensus atlas of the human brain transcriptome in Alzheimer's disease (AD), based on meta-analysis of differential gene expression in 2,114 postmortem samples. We discover 30 brain coexpression modules from seven regions as the major source of AD transcriptional perturbations. We next examine overlap with 251 brain differentially expressed gene sets from mouse models of AD and other neurodegenerative disorders. Human-mouse overlaps highlight responses to amyloid versus tau pathology and reveal age- and sex-dependent expression signatures for disease progression. Human coexpression modules enriched for neuronal and/or microglial genes broadly overlap with mouse models of AD, Huntington's disease, amyotrophic lateral sclerosis, and aging. Other human coexpression modules, including those implicated in proteostasis, are not activated in AD models but rather following other, unexpected genetic manipulations. Our results comprise a cross-species resource, highlighting transcriptional networks altered by human brain pathophysiology and identifying correspondences with mouse models for AD preclinical studies.",0,0.0,{}
32668256,"Excessive iron accumulation in the heart causes iron overload cardiomyopathy (IOC), which initially presents as diastolic dysfunction and arrhythmia but progresses to systolic dysfunction and end-stage heart failure when left untreated. However, the mechanisms of iron-related cardiac injury and how iron accumulates in human cardiomyocytes are not well understood. Herein, using human induced pluripotent stem cell-derived cardiomyocytes (iPSC-CMs), we model IOC and screen for drugs to rescue the iron overload phenotypes. Human iPSC-CMs under excess iron exposure recapitulate early-stage IOC, including oxidative stress, arrhythmia, and contractile dysfunction. We find that iron-induced changes in calcium kinetics play a critical role in dysregulation of CM functions. We identify that ebselen, a selective divalent metal transporter 1 (DMT1) inhibitor and antioxidant, could prevent the observed iron overload phenotypes, supporting the role of DMT1 in iron uptake into the human myocardium. These results suggest that ebselen may be a potential preventive and therapeutic agent for treating patients with secondary iron overload.",7,4.5,"{""Inhibition"": 2, ""Activation"": 5}"
32668257,"Cross-presentation of antigens by dendritic cells (DCs) is critical for initiation of anti-tumor immune responses. Yet, key steps involved in trafficking of antigens taken up by DCs remain incompletely understood. Here, we screen 700 US Food and Drug Administration (FDA)-approved drugs and identify 37 enhancers of antigen import from endolysosomes into the cytosol. To reveal their mechanism of action, we generate proteomic organellar maps of control and drug-treated DCs (focusing on two compounds, prazosin and tamoxifen). By combining organellar mapping, quantitative proteomics, and microscopy, we conclude that import enhancers undergo lysosomal trapping leading to membrane permeation and antigen release. Enhancing antigen import facilitates cross-presentation of soluble and cell-associated antigens. Systemic administration of prazosin leads to reduced growth of MC38 tumors and to a synergistic effect with checkpoint immunotherapy in a melanoma model. Thus, inefficient antigen import into the cytosol limits antigen cross-presentation, restraining the potency of anti-tumor immune responses and efficacy of checkpoint blockers.",0,0.0,{}
32668258,"The mitochondria-associated degradation pathway (MAD) mediates ubiquitination and degradation of mitochondrial outer membrane (MOM) proteins by the proteasome. We find that the MAD, but not other quality-control pathways including macroautophagy, mitophagy, or mitochondrial chaperones and proteases, is critical for yeast cellular fitness under conditions of paraquat (PQ)-induced oxidative stress in mitochondria. Specifically, inhibition of the MAD increases PQ-induced defects in growth and mitochondrial quality and decreases chronological lifespan. We use mass spectrometry analysis to identify possible MAD substrates as mitochondrial proteins that exhibit increased ubiquitination in response to PQ treatment and inhibition of the MAD. We identify candidate substrates in the mitochondrial matrix and inner membrane and confirm that two matrix proteins are MAD substrates. Our studies reveal a broader function for the MAD in mitochondrial protein surveillance beyond the MOM and a major role for the MAD in cellular and mitochondrial fitness in response to chronic, low-level oxidative stress in mitochondria.",0,0.0,{}
32668259,"T cell recognition of peptides presented by human leukocyte antigens (HLAs) is mediated by the highly variable T cell receptor (TCR). Despite this built-in TCR variability, individuals can mount immune responses against viral epitopes by using identical or highly related TCRs expressed on CD8+ T cells. Characterization of these TCRs has extended our understanding of the molecular mechanisms that govern the recognition of peptide-HLA. However, few examples exist for CD4+ T cells. Here, we investigate CD4+ T cell responses to the internal proteins of the influenza A virus that correlate with protective immunity. We identify five internal epitopes that are commonly recognized by CD4+ T cells in five HLA-DR1+ subjects and show conservation across viral strains and zoonotic reservoirs. TCR repertoire analysis demonstrates several shared gene usage biases underpinned by complementary biochemical features evident in a structural comparison. These epitopes are attractive targets for vaccination and other T cell therapies.",0,0.0,{}
32668260,"In many organs, stem cell function depends on communication with their niche partners. Cranial sensory neurons develop in close proximity to blood vessels; however, whether vasculature is an integral component of their niches is yet unknown. Here, two separate roles for vasculature in cranial sensory neurogenesis in zebrafish are uncovered. The first involves precise spatiotemporal endothelial-neuroblast cytoneme contacts and Dll4-Notch signaling to restrain neuroblast proliferation. The second, instead, requires blood flow to trigger a transcriptional response that modifies neuroblast metabolic status and induces sensory neuron differentiation. In contrast, no role of sensory neurogenesis in vascular development is found, suggesting unidirectional signaling from vasculature to sensory neuroblasts. Altogether, we demonstrate that the cranial vasculature constitutes a niche component of the sensory ganglia that regulates the pace of their growth and differentiation dynamics.",0,0.0,{}
32669361,"Primary cilia are sensors of chemical and mechanical signals in the extracellular environment. The formation of primary cilia (i.e. ciliogenesis) requires dynamic membrane trafficking events, and several Rab small GTPases, key regulators of membrane trafficking, have recently been reported to participate in ciliogenesis. However, the precise mechanisms of Rab-mediated membrane trafficking during ciliogenesis remain largely unknown. In the present study, we used a collection of siRNAs against 62 human Rabs to perform a comprehensive knockdown screening for Rabs that regulate serum starvation-induced ciliogenesis in human telomerase reverse transcriptase retinal pigment epithelium 1 (hTERT-RPE1) cells and succeeded in identifying Rab34 as an essential Rab. Knockout (KO) of Rab34, but not of Rabs previously reported to regulate ciliogenesis (e.g. Rab8 and Rab10) in hTERT-RPE1 cells, drastically impaired serum starvation-induced ciliogenesis. Rab34 was also required for serum starvation-induced ciliogenesis in NIH/3T3 cells and MCF10A cells but not for ciliogenesis in Madin-Darby canine kidney (MDCK)-II cysts. We then attempted to identify a specific region(s) of Rab34 that is essential for ciliogenesis by performing deletion and mutation analyses of Rab34. Unexpectedly, instead of a specific sequence in the switch II region, which is generally important for recognizing effector proteins (e.g. Rab interacting lysosomal protein [RILP]), a unique long N-terminal region of Rab34 before the conserved GTPase domain was found to be essential. These findings suggest that Rab34 is an atypical Rab that regulates serum starvation-induced ciliogenesis through its unique N-terminal region.",4,0.0,"{""Inhibition"": 3, ""Activation"": 1}"
32669362,"The discovery of activating epidermal growth factor receptor (EGFR) mutations spurred the use of EGFR tyrosine kinase inhibitors (TKIs), such as erlotinib, as the first-line treatment of lung cancers. We previously reported that differential degradation of TKI-sensitive (e.g. L858R) and resistant (T790M) EGFR mutants upon erlotinib treatment correlates with drug sensitivity. We also reported that SMAD ubiquitination regulatory factor 2 (SMURF2) ligase activity is important in stabilizing EGFR. However, the molecular mechanisms involved remain unclear. Here, using in vitro and in vivo ubiquitination assays, MS, and superresolution microscopy, we show SMURF2-EGFR functional interaction is important for EGFR stability and response to TKI. We demonstrate that L858R/T790M EGFR is preferentially stabilized by SMURF2-UBCH5 (an E3-E2)-mediated polyubiquitination. We identified four lysine residues as the sites of ubiquitination and showed that replacement of one of them with acetylation-mimicking glutamine increases the sensitivity of mutant EGFR to erlotinib-induced degradation. We show that SMURF2 extends membrane retention of EGF-bound EGFR, whereas SMURF2 knockdown increases receptor sorting to lysosomes. In lung cancer cell lines, SMURF2 overexpression increased EGFR levels, improving TKI tolerance, whereas SMURF2 knockdown decreased EGFR steady-state levels and sensitized lung cancer cells. Overall, we propose that SMURF2-mediated polyubiquitination of L858R/T790M EGFR competes with acetylation-mediated receptor internalization that correlates with enhanced receptor stability; therefore, disruption of the E3-E2 complex may be an attractive target to overcome TKI resistance.",4,12.0,"{""Complex"": 1, ""IncreaseAmount"": 3}"
32669364,"Mucin-type O-glycosylation is an essential post-translational modification required for protein secretion, extracellular matrix formation, and organ growth. O-Glycosylation is initiated by a large family of enzymes (GALNTs in mammals and PGANTs in Drosophila) that catalyze the addition of GalNAc onto the hydroxyl groups of serines or threonines in protein substrates. These enzymes contain two functional domains: a catalytic domain and a C-terminal ricin-like lectin domain comprised of three potential GalNAc recognition repeats termed α, β, and γ. The catalytic domain is responsible for binding donor and acceptor substrates and catalyzing transfer of GalNAc, whereas the lectin domain recognizes more distant extant GalNAc on previously glycosylated substrates. We previously demonstrated a novel role for the α repeat of lectin domain in influencing charged peptide preferences. Here, we further interrogate how the differentially spliced α repeat of the PGANT9A and PGANT9B O-glycosyltransferases confers distinct preferences for a variety of endogenous substrates. Through biochemical analyses and in silico modeling using preferred substrates, we find that a combination of charged residues within the α repeat and charged residues in the flexible gating loop of the catalytic domain distinctively influence the peptide substrate preferences of each splice variant. Moreover, PGANT9A and PGANT9B also display unique glycopeptide preferences. These data illustrate how changes within the noncatalytic lectin domain can alter the recognition of both peptide and glycopeptide substrates. Overall, our results elucidate a novel mechanism for modulating substrate preferences of O-glycosyltransferases via alternative splicing within specific subregions of functional domains.",0,0.0,{}
32675282,"Mycobacterium tuberculosis has evolved numerous type VII secretion (ESX) systems to secrete multiple factors important for both growth and virulence across their cell envelope. ESX-1, ESX-3, and ESX-5 systems have been shown to each secrete a distinct set of substrates, including PE and PPE families of proteins, named for conserved Pro-Glu and Pro-Pro-Glu motifs in their N termini. Proper secretion of the PE-PPE proteins requires the presence of EspG, with each system encoding its own unique copy. There is no cross-talk between any of the ESX systems, and how each EspG recognizes its subset of PE-PPE proteins is currently unknown. The only current structural characterization of PE-PPE-EspG heterotrimers is from the ESX-5 system. Here we present the crystal structure of the PE5mt-PPE4mt-EspG3mm heterotrimer from the ESX-3 system. Our heterotrimer reveals that EspG3mm interacts exclusively with PPE4mt in a similar manner to EspG5, shielding the hydrophobic tip of PPE4mt from solvent. The C-terminal helical domain of EspG3mm is dynamic, alternating between ""open"" and ""closed"" forms, and this movement is likely functionally relevant in the unloading of PE-PPE heterodimers at the secretion machinery. In contrast to the previously solved ESX-5 heterotrimers, the PE-PPE heterodimer of our ESX-3 heterotrimer is interacting with its chaperone at a drastically different angle and presents different faces of the PPE protein to the chaperone. We conclude that the PPE-EspG interface from each ESX system has a unique shape complementarity that allows each EspG to discriminate among noncognate PE-PPE pairs.",0,0.0,{}
32675283,"Inheritance of the newly assembled flagellum in the human parasite Trypanosoma brucei depends on the faithful duplication and segregation of multiple flagellum-associated cytoskeletal structures, including the hook complex and its associated centrin arm. The biological functions of this unique hook complex-centrin arm assembly remain poorly understood. Here, we report a hook complex-associated protein named BOH2 that plays an essential role in promoting flagellum inheritance. BOH2 localizes to the hooked part of the hook complex by bridging the hook complex, the centrin arm, and the flagellum attachment zone filament. Depletion of BOH2 caused the loss of the shank part of the hook complex and its associated protein TbSmee1, disrupted the assembly of the centrin arm and the recruitment of centrin arm-associated protein CAAP1, inhibited the assembly of the flagellum attachment zone, and caused flagellum mispositioning and detachment. These results demonstrate crucial roles of BOH2 in maintaining hook complex integrity and promoting centrin arm formation and suggest that proper assembly of the hook complex-centrin arm structure facilitates flagellum inheritance.",0,0.0,{}
32675284,"Contactin-associated protein-like 2 (Caspr2) is a neurexin-like protein that has been associated with numerous neurological conditions. However, the specific functional roles that Caspr2 plays in the central nervous system and their underlying mechanisms remain incompletely understood. Here, we report on a functional role for Caspr2 in the developing cerebellum. Using a combination of confocal microscopy, biochemical analyses, and behavioral testing, we show that loss of Caspr2 in the Cntnap2-/- knockout mouse results in impaired Purkinje cell dendritic development, altered intracellular signaling, and motor coordination deficits. We also find that Caspr2 is highly enriched at synaptic specializations in the cerebellum. Using a proteomics approach, we identify type 1 inositol 1,4,5-trisphosphate receptor (IP3R1) as a specific synaptic interaction partner of the Caspr2 extracellular domain in the molecular layer of the developing cerebellum. The interaction of the Caspr2 extracellular domain with IP3R1 inhibits IP3R1-mediated changes in cellular morphology. Together, our work defines a mechanism by which Caspr2 controls the development and function of the cerebellum and advances our understanding of how Caspr2 dysfunction might lead to specific brain disorders.",2,4.5,"{""Inhibition"": 1, ""Activation"": 1}"
32675285,"Type II transmembrane serine proteases (TTSPs) are a group of enzymes participating in diverse biological processes. Some members of the TTSP family are implicated in viral infection. TMPRSS11A is a TTSP expressed on the surface of airway epithelial cells, which has been shown to cleave and activate spike proteins of the severe acute respiratory syndrome (SARS) and the Middle East respiratory syndrome coronaviruses (CoVs). In this study, we examined the mechanism underlying the activation cleavage of TMPRSS11A that converts the one-chain zymogen to a two-chain enzyme. By expression in human embryonic kidney 293, esophageal EC9706, and lung epithelial A549 and 16HBE cells, Western blotting, and site-directed mutagenesis, we found that the activation cleavage of human TMPRSS11A was mediated by autocatalysis. Moreover, we found that TMPRSS11A activation cleavage occurred before the protein reached the cell surface, as indicated by studies with trypsin digestion to remove cell surface proteins, treatment with cell organelle-disturbing agents to block intracellular protein trafficking, and analysis of a soluble form of TMPRSS11A without the transmembrane domain. We also showed that TMPRSS11A was able to cleave the SARS-CoV-2 spike protein. These results reveal an intracellular autocleavage mechanism in TMPRSS11A zymogen activation, which differs from the extracellular zymogen activation reported in other TTSPs. These findings provide new insights into the diverse mechanisms in regulating TTSP activation.",0,0.0,{}
32675286,"The anticancer agent 5-fluorouracil (5-FU) is cytotoxic and often used to treat various cancers. 5-FU is thought to inhibit the enzyme thymidylate synthase, which plays a role in nucleotide synthesis and has been found to induce single- and double-strand DNA breaks. ATR Ser/Thr kinase (ATR) is a principal kinase in the DNA damage response and is activated in response to UV- and chemotherapeutic drug-induced DNA replication stress, but its role in cellular responses to 5-FU is unclear. In this study, we examined the effect of ATR inhibition on 5-FU sensitivity of mammalian cells. Using immunoblotting, we found that 5-FU treatment dose-dependently induced the phosphorylation of ATR at the autophosphorylation site Thr-1989 and thereby activated its kinase. Administration of 5-FU with a specific ATR inhibitor remarkably decreased cell survival, compared with 5-FU treatment combined with other major DNA repair kinase inhibitors. Of note, the ATR inhibition enhanced induction of DNA double-strand breaks and apoptosis in 5-FU-treated cells. Using gene expression analysis, we found that 5-FU induced the activation of the intra-S cell-cycle checkpoint. Cells lacking BRCA2 were sensitive to 5-FU in the presence of ATR inhibitor. Moreover, ATR inhibition enhanced the efficacy of the 5-FU treatment, independently of the nonhomologous end-joining and homologous recombination repair pathways. These findings suggest that ATR could be a potential therapeutic target in 5-FU-based chemotherapy.",6,6.0,"{""Inhibition"": 3, ""Phosphorylation"": 1, ""Activation"": 2}"
32675287,"Peroxidasin is a heme peroxidase that oxidizes bromide to hypobromous acid (HOBr), a powerful oxidant that promotes the formation of the sulfilimine crosslink in collagen IV in basement membranes. We investigated whether HOBr released by peroxidasin leads to other oxidative modifications of proteins, particularly bromination of tyrosine residues, in peroxidasin-expressing PFHR9 cells. Using stable isotope dilution LC-MS/MS, we detected the formation of 3-bromotyrosine, a specific biomarker of HOBr-mediated protein modification. The level of 3-bromotyrosine in extracellular matrix proteins from normally cultured cells was 1.1 mmol/mol tyrosine and decreased significantly in the presence of the peroxidasin inhibitor, phloroglucinol. A negligible amount of 3-bromotyrosine was detected in peroxidasin-knockout cells. 3-Bromotyrosine formed both during cell growth in culture and in the isolated decellularized extracellular matrix when embedded peroxidasin was supplied with hydrogen peroxide and bromide. The level of 3-bromotyrosine was significantly higher in extracellular matrix than intracellular proteins, although a low amount was detected intracellularly. 3-Bromotyrosine levels increased with higher bromide concentrations and decreased in the presence of physiological concentrations of thiocyanate and urate. However, these peroxidase substrates showed moderate to minimal inhibition of collagen IV crosslinking. Our findings provide evidence that peroxidasin promotes the formation of 3-bromotyrosine in proteins. They show that HOBr produced by peroxidasin is selective for, but not limited to, the crosslinking of collagen IV. Based on our findings, the use of 3-bromotyrosine as a specific biomarker of oxidative damage by HOBr warrants further investigation in clinical conditions linked to high peroxidasin expression.",4,4.5,"{""IncreaseAmount"": 1, ""Activation"": 3}"
32675324,"YAP1 is a transcriptional coactivator and the principal effector of the Hippo signaling pathway, which is causally implicated in human cancer. Several YAP1 gene fusions have been identified in various human cancers and identifying the essential components of this family of gene fusions has significant therapeutic value. Here, we show that the YAP1 gene fusions YAP1-MAMLD1, YAP1-FAM118B, YAP1-TFE3, and YAP1-SS18 are oncogenic in mice. Using reporter assays, RNA-seq, ChIP-seq, and loss-of-function mutations, we can show that all of these YAP1 fusion proteins exert TEAD-dependent YAP activity, while some also exert activity of the C'-terminal fusion partner. The YAP activity of the different YAP1 fusions is resistant to negative Hippo pathway regulation due to constitutive nuclear localization and resistance to degradation of the YAP1 fusion proteins. Genetic disruption of the TEAD-binding domain of these oncogenic YAP1 fusions is sufficient to inhibit tumor formation in vivo, while pharmacological inhibition of the YAP1-TEAD interaction inhibits the growth of YAP1 fusion-expressing cell lines in vitro. These results highlight TEAD-dependent YAP activity found in these gene fusions as critical for oncogenesis and implicate these YAP functions as potential therapeutic targets in YAP1 fusion-positive tumors.",0,0.0,{}
32675325,"Kynurenic acid (KynA) levels link peripheral metabolic status to neural functions including learning and memory. Since neural KynA levels dampen learning capacity, KynA reduction has been proposed as a therapeutic strategy for conditions of cognitive deficit such as neurodegeneration. While KynA is generated locally within the nervous system, its precursor, kynurenine (Kyn), is largely derived from peripheral resources. The mechanisms that import Kyn into the nervous system are poorly understood. Here, we provide genetic, anatomical, biochemical, and behavioral evidence showing that in C. elegans an ortholog of the human LAT1 transporter, AAT-1, imports Kyn into sites of KynA production.",0,0.0,{}
32679035,"In contrast to the bacterial translation machinery, mitoribosomes and mitochondrial translation factors are highly divergent in terms of composition and architecture. There is increasing evidence that the biogenesis of mitoribosomes is an intricate pathway, involving many assembly factors. To better understand this process, we investigated native assembly intermediates of the mitoribosomal large subunit from the human parasite Trypanosoma brucei using cryo-electron microscopy. We identify 28 assembly factors, 6 of which are homologous to bacterial and eukaryotic ribosome assembly factors. They interact with the partially folded rRNA by specifically recognizing functionally important regions such as the peptidyltransferase center. The architectural and compositional comparison of the assembly intermediates indicates a stepwise modular assembly process, during which the rRNA folds toward its mature state. During the process, several conserved GTPases and a helicase form highly intertwined interaction networks that stabilize distinct assembly intermediates. The presented structures provide general insights into mitoribosomal maturation.",0,0.0,{}
32679074,"In this issue of Molecular Cell, Hu et al. (2020) show that the cytosolic E3 ligase RNF126 reubiquitinates membrane proteins after their extraction from the membrane of the endoplasmic reticulum to target them for proteasomal degradation.",0,0.0,{}
32679075,"Phase separation is a thermodynamic process, but cells are inherently out of equilibrium. Guilhas et al. (2020) identify an active process through which an ATP-dependent motor controls the number and position of biomolecular condensates in bacteria.",0,0.0,{}
32679076,"Liquid-liquid phase-separated (LLPS) states are key to compartmentalizing components in the absence of membranes; however, it is unclear whether LLPS condensates are actively and specifically organized in the subcellular space and by which mechanisms. Here, we address this question by focusing on the ParABS DNA segregation system, composed of a centromeric-like sequence (parS), a DNA-binding protein (ParB), and a motor (ParA). We show that parS and ParB associate to form nanometer-sized, round condensates. ParB molecules diffuse rapidly within the nucleoid volume but display confined motions when trapped inside ParB condensates. Single ParB molecules are able to rapidly diffuse between different condensates, and nucleation is strongly favored by parS. Notably, the ParA motor is required to prevent the fusion of ParB condensates. These results describe a novel active mechanism that splits, segregates, and localizes non-canonical LLPS condensates in the subcellular space.",1,0.0,"{""Inhibition"": 1}"
32679077,"Accurate regulation of innate immunity is necessary for the host to efficiently respond to invading pathogens and avoid excessive harmful immune pathology. Here we identified OTUD3 as an acetylation-dependent deubiquitinase that restricts innate antiviral immune signaling. OTUD3 deficiency in mice results in enhanced innate immunity, a diminished viral load, and morbidity. OTUD3 directly hydrolyzes lysine 63 (Lys63)-linked polyubiquitination of MAVS and thus shuts off innate antiviral immune response. Notably, the catalytic activity of OTUD3 relies on acetylation of its Lys129 residue. In response to virus infection, the acetylated Lys129 is removed by SIRT1, which promptly inactivates OTUD3 and thus allows timely induction of innate antiviral immunity. Importantly, acetyl-OTUD3 levels are inversely correlated with IFN-β expression in influenza patients. These findings establish OTUD3 as a repressor of MAVS and uncover a previously unknown regulatory mechanism by which the catalytic activity of OTUD3 is tightly controlled to ensure timely activation of antiviral defense.",2,4.5,"{""Inhibition"": 1, ""Activation"": 1}"
32679078,,0,0.0,{}
32681820,"Sister-chromatid cohesion describes the orderly association of newly replicated DNA molecules behind replication forks. It plays an essential role in the maintenance and faithful transmission of genetic information. Cohesion is created by DNA topological links and proteinaceous bridges, whose formation and deposition could be potentially affected by many processes. Current knowledge on cohesion has been mainly gained by fluorescence microscopy observation. However, the resolution limit of microscopy and the restricted number of genomic positions that can be simultaneously visualized considerably hampered progress. Here, we present a high-throughput methodology to monitor sister-chromatid contacts (Hi-SC2). Using the multi-chromosomal Vibrio cholerae bacterium as a model, we show that Hi-SC2 permits to monitor local variations in sister-chromatid cohesion at a high resolution over a whole genome.",0,0.0,{}
32690606,"Pancreas/duodenum homeobox protein 1 (PDX1) is an important transcription factor that regulates islet β-cell proliferation, differentiation, and function. Reduced expression of PDX1 is thought to contribute to β-cell loss and dysfunction in diabetes. Thus, promoting PDX1 expression can be an effective strategy to preserve β-cell mass and function. Previously, we established a PDX1 promoter-dependent luciferase system to screen agents that can promote PDX1 expression. Natural compound tectorigenin (TG) was identified as a promising candidate that could enhance the activity of the promoter for the PDX1 gene. In this study, we first demonstrated that TG could promote the expression of PDX1 in β-cells via activating extracellular signal-related kinase (ERK), as indicated by increased phosphorylation of ERK; this effect was observed under either normal or glucotoxic/lipotoxic conditions. We then found that TG could suppress induced apoptosis and improved the viability of β-cells under glucotoxicity and lipotoxicity by activation of ERK and reduction of reactive oxygen species and endoplasmic reticulum (ER) stress. These effects held true in vivo as well: prophylactic or therapeutic use of TG could obviously inhibit ER stress and decrease islet β-cell apoptosis in the pancreas of mice given a high-fat/high-sucrose diet (HFHSD), thus dramatically maintaining or restoring β-cell mass and islet size, respectively. Accordingly, both prophylactic and therapeutic use of TG improved HFHSD-impaired glucose metabolism in mice, as evidenced by ameliorating hyperglycemia and glucose intolerance. Taken together, TG, as an agent promoting PDX1 expression exhibits strong protective effects on islet β-cells both in vitro and in vivo.",7,12.0,"{""Inhibition"": 4, ""IncreaseAmount"": 1, ""Activation"": 2}"
32690607,"The Na+-pumping NADH-ubiquinone (UQ) oxidoreductase (Na+-NQR) is present in the respiratory chain of many pathogenic bacteria and is thought to be a promising antibiotic target. Whereas many details of Na+-NQR structure and function are known, the mechanisms of action of potent inhibitors is not well-understood; elucidating the mechanisms would not only advance drug design strategies but might also provide insights on a terminal electron transfer from riboflavin to UQ. To this end, we performed photoaffinity labeling experiments using photoreactive derivatives of two known inhibitors, aurachin and korormicin, on isolated Vibrio cholerae Na+-NQR. The inhibitors labeled the cytoplasmic surface domain of the NqrB subunit including a protruding N-terminal stretch, which may be critical to regulate the UQ reaction in the adjacent NqrA subunit. The labeling was blocked by short-chain UQs such as ubiquinone-2. The photolabile group (2-aryl-5-carboxytetrazole (ACT)) of these inhibitors reacts with nucleophilic amino acids, so we tested mutations of nucleophilic residues in the labeled region of NqrB, such as Asp49 and Asp52 (to Ala), and observed moderate decreases in labeling yields, suggesting that these residues are involved in the interaction with ACT. We conclude that the inhibitors interfere with the UQ reaction in two ways: the first is blocking structural rearrangements at the cytoplasmic interface between NqrA and NqrB, and the second is the direct obstruction of UQ binding at this interfacial area. Unusual competitive behavior between the photoreactive inhibitors and various competitors corroborates our previous proposition that there may be two inhibitor binding sites in Na+-NQR.",0,0.0,{}
32690608,"Inhalation of the ambient air pollutant ozone causes lung inflammation and can suppress host defense mechanisms, including impairing macrophage phagocytosis. Ozone reacts with cholesterol in the lung to form oxysterols, like secosterol A and secosterol B (SecoA and SecoB), which can form covalent adducts on cellular proteins. How oxysterol-protein adduction modifies the function of lung macrophages is unknown. Herein, we used a proteomic screen to identify lung macrophage proteins that form adducts with ozone-derived oxysterols. Functional ontology analysis of the adductome indicated that protein binding was a major function of adducted proteins. Further analysis of specific proteins forming adducts with SecoA identified the phagocytic receptors CD206 and CD64. Adduction of these receptors with ozone-derived oxysterols impaired ligand binding and corresponded with reduced macrophage phagocytosis. This work suggests a novel mechanism for the suppression of macrophage phagocytosis following ozone exposure through the generation of oxysterols and the formation of oxysterol-protein adducts on phagocytic receptors.",4,0.0,"{""Activation"": 4}"
32690609,"Enzymes able to degrade or modify acyl-homoserine lactones (AHLs) have drawn considerable interest for their ability to interfere with the bacterial communication process referred to as quorum sensing. Many proteobacteria use AHL to coordinate virulence and biofilm formation in a cell density-dependent manner; thus, AHL-interfering enzymes constitute new promising antimicrobial candidates. Among these, lactonases and acylases have been particularly studied. These enzymes have been isolated from various bacterial, archaeal, or eukaryotic organisms and have been evaluated for their ability to control several pathogens. Engineering studies on these enzymes were carried out and successfully modulated their capacity to interact with specific AHL, increase their catalytic activity and stability, or enhance their biotechnological potential. In this review, special attention is paid to the screening, engineering, and applications of AHL-modifying enzymes. Prospects and future opportunities are also discussed with a view to developing potent candidates for bacterial control.",0,0.0,{}
